Student_ID,Student_Name,Gender,Branch,Year_of_Study,CGPA,10th_Percentage,12th_Percentage,Active_Backlogs,History_of_Backlogs,Skills,Certifications,Internships_Completed,Placed_Status,Eligible_Companies,Eligible_Count
EG00143,Srinivas Bhat,Female,IT,1st Year,5.43,75.9,56.9,1,1,"Git, HTML/CSS, Tableau, Deep Learning",,0,No,None,0
EG00144,Bhavya Chowdary,Male,CIVIL,4th Year,7.4,73.7,71.6,0,0,"Django, Git, React",,0,Yes,Deloitte,1
EG00145,Bhavya Verma,Male,EEE,2nd Year,7.49,84.3,85.6,0,0,"Python, React, HTML/CSS","Oracle Java, AWS Cloud Practitioner",0,Yes,"TCS, Wipro, Cognizant, HCL",4
EG00146,Venkat Mehta,Female,AIML,2nd Year,8.06,93.2,93.8,0,0,"Git, Flask, Java, Python","AWS Cloud Practitioner, HackerRank SQL, NPTEL Python",0,Yes,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL, Microsoft, Deloitte",8
EG00147,Uma Karnam,Female,CSE,3rd Year,5.84,70.3,65.3,0,0,"Deep Learning, React, TensorFlow, Keras, Django, Node.js",,2,No,HCL,1
EG00148,Varun Pillai,Male,AIML,3rd Year,5.75,80.5,65.2,2,2,"C++, Node.js, Tableau, R","Udemy DSA, HackerRank SQL, IBM Data Science",1,No,None,0
EG00149,Naveen Rao,Female,AIML,4th Year,7.77,64.7,78.3,0,0,"Git, DSA, AWS, Node.js","HackerRank SQL, NPTEL Python",0,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00150,Manoj Nair,Male,ECE,4th Year,7.53,78.1,55.2,0,0,"Machine Learning, Keras, React, HTML/CSS",,2,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00151,Meera Iyengar,Female,CSE,2nd Year,7.48,82.3,73.1,0,1,"TensorFlow, Flask, JavaScript","Oracle Java, IBM Data Science, Google Data Analytics",1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00152,Priya Shah,Female,CSE,3rd Year,7.58,73.5,58.9,1,1,"React, JavaScript, Node.js","AWS Cloud Practitioner, NPTEL Python",1,No,"Wipro, HCL",2
EG00153,Vikas Gupta,Female,CSE,2nd Year,6.45,77.4,93.1,2,4,"JavaScript, Git, HTML/CSS, Tableau, Django, Flask","Cisco CCNA, Oracle Java, Coursera ML",0,No,None,0
EG00154,Shiva Mehta,Female,AIML,2nd Year,7.46,67.9,69.5,0,0,"React, HTML/CSS, Flask, R, C++",,1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00155,Manoj Desai,Male,AIML,2nd Year,7.52,82.8,96.2,1,1,"Git, JavaScript, C++",,0,No,"Wipro, HCL",2
EG00156,Isha Mehta,Female,CSE,3rd Year,6.41,92.6,90.2,0,2,"Power BI, R","AWS Cloud Practitioner, IBM Data Science",0,No,"TCS, Wipro, Cognizant, HCL",4
EG00157,Naveen Pillai,Male,IT,3rd Year,9.25,71.0,70.9,0,0,"SQL, Machine Learning, TensorFlow","Udemy DSA, Google Data Analytics",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00158,Kiran Chowdary,Female,CSE,4th Year,7.72,75.8,66.2,1,3,"Tableau, Power BI, AWS, Keras",Oracle Java,0,No,"Wipro, HCL",2
EG00159,Jayanth Pandey,Male,IT,1st Year,5.89,87.0,75.9,0,0,"Keras, Java, Tableau, HTML/CSS",,1,Yes,HCL,1
EG00160,Pranav Singh,Female,AIML,2nd Year,7.92,94.1,76.8,0,0,"HTML/CSS, C++",HackerRank SQL,0,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00161,Sneha Bhat,Male,CIVIL,4th Year,6.13,67.1,81.8,0,0,"Git, C++, Flask, React",,1,Yes,None,0
EG00162,Ravi Chowdary,Male,CSE,1st Year,8.07,80.3,69.5,0,0,"React, Git, Tableau",Coursera ML,0,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00163,Zara Reddy,Female,ECE,3rd Year,8.47,84.8,86.2,0,0,"Deep Learning, Tableau, R, Python, SQL","NPTEL Python, Cisco CCNA",1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00164,Shiva Shah,Female,EEE,4th Year,6.3,81.0,80.9,0,0,"R, Flask, DSA","Cisco CCNA, IBM Data Science",0,No,"TCS, Wipro, Cognizant, HCL",4
EG00165,Pranav Babu,Male,ECE,2nd Year,8.26,57.2,74.3,0,0,"Java, React",,1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00166,Harish Babu,Female,CHEM,4th Year,7.65,87.0,70.2,0,0,"C++, Git, React, Keras",Cisco CCNA,0,No,None,0
EG00167,Kiran Gupta,Male,EEE,4th Year,8.1,97.2,76.0,0,0,"Machine Learning, Python, Git","NPTEL Python, Coursera ML",0,No,"TCS, Wipro, Cognizant, HCL",4
EG00168,Priya Rao,Male,AIML,3rd Year,9.29,83.2,69.0,0,2,"Java, C++, Keras",,0,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00169,Suresh Shastri,Female,CSE,1st Year,6.93,71.7,78.6,2,2,"Flask, Deep Learning, Machine Learning","Google Data Analytics, AWS Cloud Practitioner",1,No,None,0
EG00170,Nikhil Karnam,Male,AIML,3rd Year,6.37,76.9,78.9,0,1,"Java, Power BI, Flask, AWS, TensorFlow","AWS Cloud Practitioner, Google Data Analytics, Udemy DSA",0,No,"TCS, Wipro, Cognizant, HCL",4
EG00171,Rohit Varma,Female,CIVIL,4th Year,6.22,99.7,80.9,4,4,"React, Python, HTML/CSS, AWS, TensorFlow",,1,No,None,0
EG00172,Jayanth Shastri,Male,AIML,4th Year,6.3,91.1,97.4,0,0,"Flask, Git, TensorFlow, React",,0,No,"TCS, Wipro, Cognizant, HCL",4
EG00173,Aditi Rajan,Female,IT,3rd Year,7.12,88.4,76.5,0,0,"Git, Django, Keras, R, TensorFlow, Node.js","Udemy DSA, HackerRank SQL",2,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00174,Gayatri Krishnan,Female,CHEM,4th Year,7.58,85.6,89.1,0,1,"AWS, Deep Learning","Cisco CCNA, Coursera ML, Udemy DSA",1,No,None,0
EG00175,Uma Varma,Male,CHEM,4th Year,7.5,75.4,80.5,1,2,"AWS, R, C++, Flask, Python, Django","Coursera ML, Udemy DSA",0,Yes,None,0
EG00176,Santosh Iyengar,Male,CSE,1st Year,8.11,80.0,75.4,0,0,"Django, DSA, JavaScript, Git, Flask, Deep Learning","Google Data Analytics, HackerRank SQL",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00177,Kiran Shah,Female,AIML,3rd Year,7.21,81.2,76.7,0,0,"AWS, React",Coursera ML,0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00178,Uma Shah,Female,IT,4th Year,8.8,87.5,77.4,0,0,"Keras, Tableau, JavaScript",,2,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00179,Meera Murthy,Male,IT,3rd Year,6.91,97.1,81.1,0,1,"Git, Power BI, DSA","Coursera ML, AWS Cloud Practitioner",0,Yes,"TCS, Wipro, Accenture, Cognizant, HCL",5
EG00180,Jayanth Murthy,Male,MECH,2nd Year,10.0,93.2,67.4,1,1,"Power BI, JavaScript, Machine Learning, Java, C++, TensorFlow",Oracle Java,2,Yes,"Wipro, HCL",2
EG00181,Uma Singh,Male,MECH,4th Year,7.89,67.8,61.9,2,3,"Python, Power BI, R","NPTEL Python, IBM Data Science",1,Yes,None,0
EG00182,Santosh Hegde,Female,CSE,4th Year,6.26,84.2,85.2,0,0,"JavaScript, Deep Learning, React","Oracle Java, AWS Cloud Practitioner",2,No,"TCS, Wipro, Cognizant, HCL",4
EG00183,Nikhil Reddy,Female,MECH,3rd Year,6.02,89.4,87.9,2,3,"Power BI, C++, SQL, Git, Django, Machine Learning",Oracle Java,2,No,None,0
EG00184,Lakshmi Tiwari,Female,ECE,3rd Year,7.73,88.2,86.2,0,0,"C++, R",,3,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00185,Deepa Mehta,Male,ECE,2nd Year,6.95,75.7,79.7,1,2,"Power BI, DSA","HackerRank SQL, Udemy DSA, NPTEL Python",0,No,"Wipro, HCL",2
EG00186,Aarav Reddy,Male,ECE,2nd Year,7.99,100.0,86.4,3,3,"TensorFlow, R, Machine Learning, JavaScript",HackerRank SQL,2,No,None,0
EG00187,Tarun Shastri,Female,EEE,4th Year,7.72,69.2,85.8,0,0,"TensorFlow, Tableau, HTML/CSS, Machine Learning, Git, DSA",,0,No,"TCS, Wipro, Cognizant, HCL",4
EG00188,Manoj Rao,Female,ECE,3rd Year,7.12,71.2,86.7,0,0,"Java, Django",,0,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00189,Suresh Tiwari,Male,CSE,1st Year,6.27,84.3,68.5,0,0,"Python, DSA","Udemy DSA, Cisco CCNA, HackerRank SQL",1,No,"TCS, Wipro, Cognizant, HCL",4
EG00190,Jayanth Varma,Female,CSE,1st Year,5.53,100.0,65.9,0,0,"Python, JavaScript, Deep Learning, Flask, TensorFlow",,1,Yes,HCL,1
EG00191,Meera Hegde,Male,MECH,1st Year,6.71,73.6,73.7,1,2,"Python, Django",AWS Cloud Practitioner,1,Yes,"Wipro, HCL",2
EG00192,Vijay Bhat,Female,MECH,3rd Year,8.14,79.3,77.8,0,1,"Flask, DSA, JavaScript, C++, Git, Tableau",,3,Yes,"Wipro, HCL, Deloitte",3
EG00193,Sneha Shah,Male,CIVIL,2nd Year,7.44,92.8,75.3,3,3,"Git, Keras, React, SQL",Oracle Java,2,Yes,None,0
EG00194,Ravi Mishra,Male,IT,1st Year,5.83,81.8,57.4,0,0,"Tableau, JavaScript","NPTEL Python, Udemy DSA, IBM Data Science",0,No,HCL,1
EG00195,Tarun Chowdary,Male,CSE,2nd Year,7.39,78.7,96.9,0,2,"Django, Git, React, SQL, Deep Learning, DSA","AWS Cloud Practitioner, IBM Data Science, Coursera ML",1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00196,Samhita Karnam,Male,AIML,4th Year,7.62,87.7,75.0,0,0,"DSA, Node.js",Udemy DSA,0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00197,Rajesh Singh,Female,CHEM,2nd Year,6.23,84.7,79.9,2,3,"Django, Machine Learning, React","AWS Cloud Practitioner, Cisco CCNA",1,No,None,0
EG00198,Samhita Karnam,Male,ECE,3rd Year,7.37,92.3,91.7,0,0,"SQL, TensorFlow, Java, C++, Python","Coursera ML, AWS Cloud Practitioner, Oracle Java",1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00199,Ravi Sharma,Male,IT,2nd Year,7.26,94.9,52.2,4,5,"HTML/CSS, Machine Learning, Flask, JavaScript, Deep Learning, Java","Google Data Analytics, HackerRank SQL",1,Yes,None,0
EG00200,Bhavya Chowdary,Female,CHEM,3rd Year,5.94,85.1,72.4,0,0,"SQL, Java, Git",Coursera ML,2,No,None,0
EG00201,Varun Mishra,Male,CHEM,3rd Year,7.59,84.9,73.7,0,0,"SQL, Python, TensorFlow, Java",,0,No,None,0
EG00202,Bhavya Kumar,Male,MECH,3rd Year,7.82,84.1,74.3,0,0,"HTML/CSS, Django, DSA, Git, Python, Machine Learning",AWS Cloud Practitioner,2,Yes,"Wipro, HCL, Deloitte",3
EG00203,Aditi Joshi,Female,AIML,1st Year,8.39,86.9,76.1,1,2,"Java, AWS, Keras",,1,No,"Wipro, HCL",2
EG00204,Sneha Chowdary,Female,MECH,3rd Year,8.36,82.6,93.9,0,0,"Power BI, TensorFlow, React, SQL, Java",,0,Yes,"Wipro, HCL, Deloitte",3
EG00205,Yamini Mishra,Male,ECE,2nd Year,5.68,82.0,85.4,0,1,"Git, DSA",NPTEL Python,0,No,HCL,1
EG00206,Chetan Shastri,Female,AIML,1st Year,6.17,94.0,88.5,0,0,"JavaScript, C++, Node.js, Machine Learning","HackerRank SQL, Coursera ML",1,No,"TCS, Wipro, Cognizant, HCL",4
EG00207,Rahul Pandey,Male,CIVIL,4th Year,7.77,97.2,78.5,0,1,"JavaScript, Power BI, R",,0,Yes,Deloitte,1
EG00208,Pooja Desai,Male,ECE,4th Year,7.77,66.9,62.6,0,0,"Deep Learning, HTML/CSS, C++","IBM Data Science, Google Data Analytics, Oracle Java",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00209,Ravi Murthy,Female,ECE,2nd Year,7.77,82.1,55.1,1,1,"HTML/CSS, Deep Learning, Tableau, Python",,1,No,"Wipro, HCL",2
EG00210,Aarav Shastri,Female,IT,3rd Year,10.0,75.1,61.2,0,1,"Power BI, Machine Learning, JavaScript, React, AWS",IBM Data Science,0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00211,Arjun Shah,Male,CSE,4th Year,7.83,78.9,82.0,1,2,"Tableau, Java, Node.js, DSA, Flask",,2,Yes,"Wipro, HCL",2
EG00212,Aditi Singh,Male,ECE,2nd Year,8.45,86.0,78.3,0,1,"React, C++, HTML/CSS, DSA, JavaScript, Flask",Coursera ML,2,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00213,Priya Choudhary,Female,ECE,4th Year,8.25,88.7,75.7,0,2,"C++, Power BI","Coursera ML, IBM Data Science, NPTEL Python",1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00214,Vijay Babu,Female,CIVIL,3rd Year,7.92,80.9,73.9,0,0,"TensorFlow, Django","Udemy DSA, IBM Data Science",0,No,Deloitte,1
EG00215,Lakshmi Gupta,Female,IT,3rd Year,6.85,62.9,100.0,0,0,"Power BI, React, Python, HTML/CSS, JavaScript",Oracle Java,1,Yes,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL",6
EG00216,Jayanth Babu,Male,CSE,4th Year,8.03,72.3,68.9,0,0,"Deep Learning, Machine Learning, R, HTML/CSS, Tableau","AWS Cloud Practitioner, Udemy DSA, Cisco CCNA",1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00217,Vishnu Joshi,Female,EEE,2nd Year,6.35,91.0,88.2,1,1,"Node.js, Django, React, Power BI, JavaScript, DSA","HackerRank SQL, Coursera ML",2,No,"Wipro, HCL",2
EG00218,Pranav Shah,Male,CIVIL,2nd Year,6.94,54.6,78.0,0,0,"Keras, Java",,0,No,None,0
EG00219,Swathi Murthy,Female,CIVIL,2nd Year,6.67,93.9,77.3,3,4,"JavaScript, Django",,1,No,None,0
EG00220,Aditi Varma,Male,ECE,4th Year,7.29,87.2,90.9,0,0,"Flask, Git, SQL, Python, Machine Learning, DSA","Oracle Java, Cisco CCNA",1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00221,Neha Karnam,Female,CIVIL,2nd Year,9.75,95.2,94.1,2,2,"Keras, Flask, Django, Machine Learning",,0,Yes,None,0
EG00222,Videm Shastri,Female,CSE,1st Year,5.15,80.0,75.4,0,0,"JavaScript, React, R",,0,No,None,0
EG00223,Rajesh Desai,Male,CSE,3rd Year,7.95,61.4,86.8,0,0,"TensorFlow, Machine Learning, JavaScript, Node.js, AWS, R",Coursera ML,1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00224,Yamini Pillai,Male,CSE,2nd Year,5.43,86.3,82.0,0,0,"React, DSA, Machine Learning",,0,No,None,0
EG00225,Sarvani Shastri,Female,CIVIL,1st Year,6.68,94.7,78.1,0,0,"TensorFlow, DSA, C++",Udemy DSA,3,Yes,None,0
EG00226,Naveen Reddy,Female,ECE,1st Year,8.4,91.2,80.2,4,6,"SQL, Node.js","Google Data Analytics, Coursera ML, HackerRank SQL",2,Yes,None,0
EG00227,Divya Chowdary,Female,AIML,4th Year,7.27,75.4,70.4,0,0,"Machine Learning, JavaScript, Python, Tableau","NPTEL Python, Udemy DSA",1,Yes,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL, Deloitte",7
EG00228,Harish Shah,Male,CIVIL,4th Year,6.01,82.9,74.6,0,1,"Power BI, R, Keras, Flask, TensorFlow","Cisco CCNA, IBM Data Science",1,No,None,0
EG00229,Arjun Pandey,Male,IT,3rd Year,6.41,76.7,71.6,0,0,"Power BI, SQL",Oracle Java,0,No,"TCS, Wipro, Cognizant, HCL",4
EG00230,Vishnu Iyer,Female,AIML,2nd Year,7.95,73.8,87.9,0,0,"Tableau, SQL, HTML/CSS",,2,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00231,Nikhil Mishra,Female,IT,2nd Year,6.4,91.6,77.0,0,0,"React, DSA, Deep Learning, SQL",,1,Yes,"TCS, Wipro, Cognizant, HCL",4
EG00232,Deepa Prasad,Female,ECE,1st Year,7.44,70.0,63.7,0,1,"Flask, DSA",,1,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00233,Akash Rao,Male,ECE,4th Year,7.25,73.1,70.0,0,2,"Git, Flask, Django",Oracle Java,2,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00234,Nikhil Sharma,Female,CIVIL,3rd Year,6.48,71.0,45.0,0,0,"JavaScript, AWS, Python, React, SQL, Git",,0,No,None,0
EG00235,Vikas Naidu,Female,IT,1st Year,9.56,67.1,72.6,0,0,"TensorFlow, Node.js, Power BI, Git, Python, Flask","HackerRank SQL, Oracle Java",1,No,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL, Deloitte",7
EG00236,Srinivas Murthy,Male,ECE,2nd Year,7.9,83.5,78.4,0,0,"Power BI, Flask, HTML/CSS","HackerRank SQL, Oracle Java",1,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00237,Yamini Choudhary,Male,CIVIL,3rd Year,4.97,93.6,76.5,1,1,"Flask, Tableau, SQL, Git","Google Data Analytics, Coursera ML, Oracle Java",0,No,None,0
EG00238,Ravi Gupta,Female,AIML,4th Year,7.41,80.2,99.8,1,2,"TensorFlow, Git, SQL, Machine Learning, Node.js","HackerRank SQL, Udemy DSA, Oracle Java",0,No,"Wipro, HCL",2
EG00239,Priya Prasad,Male,AIML,4th Year,6.47,66.9,84.3,1,1,"Power BI, Flask, R, Keras, Git","Google Data Analytics, HackerRank SQL",1,No,"Wipro, HCL",2
EG00240,Shiva Verma,Female,CHEM,1st Year,8.14,90.4,83.8,3,3,"DSA, TensorFlow, Deep Learning, AWS, Tableau","IBM Data Science, AWS Cloud Practitioner",1,No,None,0
EG00241,Venkat Desai,Male,CIVIL,4th Year,6.33,98.9,59.9,2,4,"Java, Deep Learning, Flask, AWS, HTML/CSS, TensorFlow",Udemy DSA,0,Yes,None,0
EG00242,Kiran Babu,Female,CIVIL,1st Year,7.07,75.5,74.0,0,0,"DSA, TensorFlow, Node.js, Deep Learning, R",,2,No,Deloitte,1
EG00243,Swathi Naidu,Female,CHEM,2nd Year,7.76,77.2,72.6,0,1,"R, Keras, Power BI, React",,0,No,None,0
EG00244,Rajesh Sharma,Male,MECH,1st Year,8.15,87.2,69.4,2,3,"DSA, Keras, Flask, Deep Learning","Cisco CCNA, Udemy DSA, Google Data Analytics",1,No,None,0
EG00245,Vijay Bhat,Male,AIML,1st Year,5.88,98.2,69.2,0,0,"Java, SQL",Cisco CCNA,0,No,HCL,1
EG00246,Isha Murthy,Male,CSE,1st Year,6.83,76.8,58.1,0,0,"HTML/CSS, Power BI, Django",AWS Cloud Practitioner,0,No,"TCS, Wipro, Accenture, Cognizant, HCL",5
EG00247,Shiva Rajan,Female,MECH,1st Year,6.68,68.7,64.0,0,0,"Tableau, Deep Learning, Django",,1,No,"Wipro, HCL",2
EG00248,Kavya Karnam,Male,ECE,4th Year,6.48,88.3,87.6,4,6,"React, HTML/CSS",,1,Yes,None,0
EG00249,Zara Kumar,Female,CSE,2nd Year,9.14,90.0,76.4,1,2,"Node.js, Deep Learning, Java","Coursera ML, Google Data Analytics",1,No,"Wipro, HCL",2
EG00250,Aditi Kumar,Female,IT,3rd Year,7.65,82.1,72.4,0,0,"TensorFlow, Tableau, React, R",,1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00251,Farhan Mishra,Male,CSE,3rd Year,5.81,76.4,77.9,3,3,"C++, HTML/CSS, Java",Udemy DSA,0,No,None,0
EG00252,Suresh Bhat,Female,CSE,4th Year,8.21,91.9,90.8,4,4,"HTML/CSS, Machine Learning, Power BI, Git","IBM Data Science, HackerRank SQL",1,Yes,None,0
EG00253,Uma Shastri,Female,CSE,2nd Year,9.53,87.3,78.0,0,0,"AWS, Flask, JavaScript, Java, Django","HackerRank SQL, Cisco CCNA",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00254,Bhavya Joshi,Female,IT,2nd Year,8.34,74.3,83.9,2,2,"Java, JavaScript, Git","IBM Data Science, AWS Cloud Practitioner",0,No,None,0
EG00255,Aarav Babu,Male,AIML,4th Year,5.53,82.5,68.7,2,3,"JavaScript, Git, Java, HTML/CSS","Cisco CCNA, Coursera ML, AWS Cloud Practitioner",2,No,None,0
EG00256,Videm Krishnan,Male,AIML,3rd Year,6.67,68.5,71.2,0,0,"AWS, Python, Git, C++, Machine Learning",Oracle Java,1,Yes,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL",6
EG00257,Farhan Choudhary,Male,IT,2nd Year,8.59,88.9,81.9,0,1,"Tableau, JavaScript",HackerRank SQL,0,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00258,Samhita Rajan,Female,IT,2nd Year,6.42,79.4,98.8,0,1,"React, Django, Flask","IBM Data Science, Coursera ML, Oracle Java",1,No,"TCS, Wipro, Cognizant, HCL",4
EG00259,Sneha Bhat,Female,EEE,1st Year,7.69,77.6,93.7,0,0,"Java, AWS, R, Tableau",Coursera ML,2,No,"TCS, Wipro, Cognizant, HCL",4
EG00260,Santosh Sharma,Female,CIVIL,3rd Year,8.05,81.7,84.4,2,3,"Python, TensorFlow, Deep Learning, HTML/CSS",,1,Yes,None,0
EG00261,Jayanth Bhat,Male,IT,4th Year,6.18,82.4,79.7,0,0,"Flask, SQL",Cisco CCNA,1,Yes,"TCS, Wipro, Cognizant, HCL",4
EG00262,Neha Desai,Female,CIVIL,3rd Year,7.13,90.9,93.4,0,1,"Power BI, JavaScript","AWS Cloud Practitioner, HackerRank SQL, Oracle Java",1,No,Deloitte,1
EG00263,Farhan Sharma,Male,ECE,4th Year,4.0,87.9,86.7,2,2,"Git, Flask",Cisco CCNA,1,No,None,0
EG00264,Isha Shah,Male,EEE,3rd Year,6.07,80.4,52.8,3,4,"DSA, Node.js, Flask, Java","Google Data Analytics, HackerRank SQL",1,Yes,None,0
EG00265,Jayanth Chowdary,Male,AIML,2nd Year,6.92,89.6,66.4,0,1,"Power BI, Keras, Git, Node.js, TensorFlow","NPTEL Python, Cisco CCNA, Coursera ML",1,No,"TCS, Wipro, Accenture, Cognizant, HCL",5
EG00266,Naveen Babu,Male,AIML,2nd Year,5.83,86.0,81.7,2,2,"Git, Java, TensorFlow","HackerRank SQL, Cisco CCNA, Google Data Analytics",1,No,None,0
EG00267,Jayanth Chowdary,Female,ECE,2nd Year,9.0,77.7,58.3,0,0,"C++, Power BI, Tableau, Git",,0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00268,Rahul Bhat,Female,IT,2nd Year,5.63,80.8,68.1,0,0,"Power BI, R, Node.js","Google Data Analytics, NPTEL Python",0,Yes,HCL,1
EG00269,Yamini Naidu,Male,IT,4th Year,6.72,80.5,70.3,1,1,"JavaScript, HTML/CSS, Java, Node.js, Deep Learning",Google Data Analytics,2,Yes,"Wipro, HCL",2
EG00270,Kavya Singh,Female,IT,2nd Year,7.34,87.1,75.2,1,1,"DSA, SQL","Oracle Java, Cisco CCNA",2,No,"Wipro, HCL",2
EG00271,Srinivas Verma,Female,CSE,3rd Year,8.79,78.3,74.8,1,3,"Machine Learning, React, Flask, Keras",,2,Yes,"Wipro, HCL",2
EG00272,Vikas Nair,Female,CSE,2nd Year,5.62,78.1,74.8,0,1,"Django, HTML/CSS, Java, Python, Git","HackerRank SQL, Coursera ML",0,No,HCL,1
EG00273,Isha Pillai,Male,CSE,1st Year,8.48,100.0,87.1,0,0,"Django, R, Node.js, Tableau, Java, JavaScript",,0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00274,Pranav Mishra,Male,AIML,3rd Year,7.21,91.4,75.1,2,2,"JavaScript, R, HTML/CSS, Power BI, React, AWS","Udemy DSA, AWS Cloud Practitioner",0,No,None,0
EG00275,Vikas Desai,Male,CSE,3rd Year,6.12,74.4,73.8,0,0,"Django, SQL, Deep Learning",Coursera ML,1,No,"TCS, Wipro, Cognizant, HCL",4
EG00276,Bhavya Pandey,Male,EEE,1st Year,7.71,87.7,63.2,0,1,"R, DSA, JavaScript","NPTEL Python, HackerRank SQL, Oracle Java",0,Yes,"TCS, Wipro, Cognizant, HCL",4
EG00277,Yamini Sharma,Male,CSE,4th Year,7.42,83.2,89.3,1,1,"TensorFlow, Java, Power BI",,2,No,"Wipro, HCL",2
EG00278,Rohit Pillai,Male,AIML,3rd Year,6.54,85.9,70.6,0,0,"Python, JavaScript, HTML/CSS",,1,No,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL",6
EG00279,Deepa Mishra,Female,CHEM,2nd Year,7.28,83.4,66.0,0,0,"Java, Machine Learning, Git, HTML/CSS, Flask",,1,No,None,0
EG00280,Naveen Varma,Female,EEE,4th Year,6.78,93.9,80.3,0,2,"React, HTML/CSS, Git, Power BI, TensorFlow",Udemy DSA,2,No,"TCS, Wipro, Cognizant, HCL",4
EG00281,Pooja Tiwari,Female,CSE,1st Year,7.32,85.5,69.6,2,2,"Java, React, C++, TensorFlow, Keras, JavaScript","Google Data Analytics, NPTEL Python, Oracle Java",2,No,None,0
EG00282,Samhita Shah,Male,AIML,3rd Year,7.93,81.4,72.2,4,4,"Keras, Python","Coursera ML, HackerRank SQL, AWS Cloud Practitioner",1,Yes,None,0
EG00283,Harish Desai,Female,ECE,3rd Year,8.94,92.4,80.8,0,0,"Power BI, TensorFlow, Python, Java",,0,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00284,Divya Bhat,Female,IT,4th Year,5.84,84.3,74.4,0,0,"R, AWS, React, C++",Cisco CCNA,2,No,HCL,1
EG00285,Kiran Hegde,Male,AIML,2nd Year,9.55,83.2,100.0,0,0,"AWS, Node.js, JavaScript, Git, Django, DSA",HackerRank SQL,0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00286,Rohit Murthy,Male,CIVIL,4th Year,5.05,85.1,77.2,1,1,"C++, Power BI, Git, Tableau, Java, Flask",Udemy DSA,0,Yes,None,0
EG00287,Vishnu Reddy,Male,ECE,3rd Year,7.03,81.1,84.8,0,0,"Keras, Flask, Machine Learning, TensorFlow, Deep Learning, C++","IBM Data Science, Cisco CCNA",2,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00288,Shiva Choudhary,Female,IT,4th Year,7.85,82.1,56.6,0,0,"R, Git, Keras, DSA","AWS Cloud Practitioner, Google Data Analytics, Udemy DSA",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG00289,Sarvani Chowdary,Female,CHEM,4th Year,7.51,76.1,68.5,0,0,"Git, Node.js","Cisco CCNA, AWS Cloud Practitioner",1,No,None,0
